,name,required_age,is_free,currency,final,total_reviews,review_score
1178480,Space Station Invader VR,0,False,EUR,2.39,1,0
1178500,Crazy Eights 3D Premium,0,False,EUR,9.99,4,0
1178510,Gin Rummy 3D Premium,0,False,EUR,14.99,5,0
1178570,Dissection Simulator: Feline Edition,0,False,EUR,24.99,1,0
1178680,RetroVamp,0,False,EUR,5.69,9,0
1178690,Hyper-Casual Hentai,0,False,EUR,0.79,1,0
1178710,The Legend of Arcadieu,0,False,EUR,4.99,3,0
1178780,BattleGroupVR,0,False,EUR,20.99,404,8
1178790,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,0,False,EUR,19.99,90,6
1177890,Cave of Illusions,0,False,EUR,4.99,17,6
1177950,Craft Elements,0,False,EUR,2.39,1,0
1177990,Welcome to Primrose Lake,0,False,EUR,8.19,11,6
1178000,Ghost Dimension,0,False,EUR,1.59,9,0
1178020,Shot the Body,0,False,EUR,1.59,2,0
1178060,Spooky Night 2,0,False,EUR,5.69,1,0
1178120,XP Girls,0,False,EUR,1.59,34,7
1178140,Pixel Ripped 1995,0,False,EUR,19.99,84,8
1178150,MazM: Jekyll and Hyde,0,False,EUR,12.49,11,7
1178180,BATYA,0,False,EUR,1.59,4,0
1178200,Somewhere inside,0,False,EUR,0.79,19,6
1178210,Stirring Abyss,0,False,EUR,20.99,89,8
1178220,ICBM,0,False,EUR,16.79,496,8
1178280,Ultimate Visualizer,0,False,EUR,3.29,25,4
1178290,Dezatopia,0,False,EUR,16.79,14,7
1178310,Picross.io,0,False,EUR,1.59,4,0
1178330,名媛女友-Girlfriend invites,0,False,,,2,0
1177660,Escape the Ayuwoki,0,False,EUR,5.69,227,8
1177690,The Summoning,0,False,EUR,1.59,45,6
1177720,Yu Escape / Monday,0,True,,,9,0
1177810,Stream Fighters,0,False,EUR,0.72,3,0
1177850,Deadly Night - No Escape,0,False,EUR,8.99,1,0
1177350,Molly: fear of clowns,0,False,EUR,3.99,1,0
1177400,江湖余生：缘起,0,False,EUR,9.99,4,0
1177420,邻居大叔/UncleNeighbor:uncle Dating Simulator,0,False,EUR,11.59,232,8
1177460,Dangerous Blaster,0,False,EUR,1.59,1,0
1177510,GASH,0,False,EUR,0.79,1,0
1177610,Katana Kata,0,False,EUR,12.49,20,7
1176970,Bolf,0,False,EUR,6.59,4,0
1176990,VECTORLORD,0,False,EUR,3.99,6,0
1177000,TRANSFORMERS: BATTLEGROUNDS,0,False,EUR,29.99,13,6
1177020,Gigantosaurus The Game,0,False,EUR,29.99,4,0
1177030,PONG Quest™,0,False,EUR,12.49,12,7
1177080,Geometry Hero,0,False,EUR,3.99,1,0
1177110,The Sorrowvirus,0,False,EUR,6.49,19,6
1177130,NABOKI,0,False,EUR,0.79,114,8
1177170,Pooplers,0,False,EUR,7.39,5,0
1176850,GOOSE.IO,0,False,EUR,3.99,3,0
1176890,DateJournal: Russian Girls Dating Sim,0,False,EUR,10.79,6,0
1176440,Math The Question,0,False,EUR,0.79,1,0
1176460,They Came From a Communist Planet,0,True,,,14,7
1176480,The City of Time,0,False,EUR,0.79,5,0
1176580,Periodic Deliveries,0,False,EUR,4.99,12,5
1176590,Seek Hearts,0,False,EUR,14.99,1,0
1176360,Contract Killers,0,False,EUR,1.59,3,0
1175900,Antares,0,False,EUR,3.99,3,0
1175930,Ray Eager,0,False,EUR,8.19,5,0
1175950,Cyberpunk Sex Simulator,0,False,EUR,0.79,19,5
1175980,城市生存计划 / City Survival Project,0,False,EUR,1.59,1,0
1176040,"I Have Low Stats But My Class Is ""Leader"", So I Recruited Everyone I Know To Fight The Dark Lord",0,False,EUR,12.49,3,0
1176050,秘封旅行 ~ Secret Sealing Travel,0,False,EUR,4.99,3,0
1176160,Space Wars,0,False,EUR,0.39,12,7
1176170,GIRLS BATTLEGROUNDS | 性感大逃杀,0,False,EUR,0.99,23,6
1176190,Space Candy,0,False,EUR,0.39,11,4
1175470,Shine's Adventures 6 (Go! Girls),0,False,EUR,2.39,3,0
1175480,Shadowrain,0,False,EUR,1.59,12,5
1175490,Code Zero,0,False,EUR,1.59,2,0
1175500,Jack In Town,0,False,EUR,1.59,1,0
1175510,Cerberus: Orbital watch,0,False,EUR,0.79,2,0
1175550,Merge Towers,0,False,EUR,3.29,1,0
1175590,JAGD LANZER,0,False,EUR,3.29,4,0
1175640,Zombie Road Rider,0,False,EUR,4.99,15,6
1175650,UpMove,0,False,EUR,3.99,2,0
1175720,Gerritory,0,False,EUR,4.61,1,0
1175830,Legend of Mana,0,False,EUR,29.99,265,8
1175880,War Room,0,False,EUR,19.99,251,5
1174980,Mazetools Mutant,0,False,EUR,4.99,2,0
1174990,Sushi Pachi Panic,0,False,EUR,2.39,1,0
1175060,Human Simulator,0,False,EUR,8.19,19,6
1175070,Survived,0,False,EUR,3.99,2,0
1175080,Easy Bug Manager,0,True,,,1,0
1175140,Vecter,0,True,,,2,0
1175160,House of 1000 Doors: The Palm of Zoroaster,0,False,EUR,5.69,8,0
1175170,Incredible Dracula: The Ice Kingdom,0,False,EUR,5.69,1,0
1175190,Natsuki Chronicles,0,False,EUR,19.99,16,7
1175200,Forbidden Ingress,0,False,EUR,3.99,63,5
1175250,Finders Reapers,0,False,EUR,8.19,11,7
1175360,"I, Dracula: Genesis",0,False,EUR,13.29,196,8
1175390,Ultimate Live Wallpaper,0,False,EUR,3.29,52,4
1175420,Imbroglio,0,False,EUR,4.99,11,6
1175430,Project Starship X,0,False,EUR,12.99,31,7
1174670,Nordic Warriors,0,False,EUR,16.79,16,7
1174690,love wish 2,0,False,EUR,1.59,111,8
1174720,SwarmZ,0,False,EUR,4.99,124,5
1174780,MONEY LOVES SILENCE,0,False,EUR,3.29,8,0
1174810,Curse of the dungeon,0,False,EUR,0.79,1,0
1174830,The Magician's Workshop,0,False,EUR,3.99,9,0
1174860,Tacview,0,True,,,11,7
1174890,"No Offence, But",0,False,EUR,3.99,1,0
1174170,Earthshine,0,False,EUR,1.59,5,0
1174260,The Lost Cave of the Ozarks,0,False,EUR,6.59,2,0
1174320,Travel Mosaics 10: Spooky Halloween,0,False,EUR,2.39,5,0
1174390,ANNIE:Last Hope,0,False,EUR,8.19,62,8
1174400,Togainu no Chi ~Lost Blood~,0,False,EUR,16.79,87,8
1174420,Libertad o Muerte!,0,False,EUR,22.5,7,0
1174430,Space Shapes,0,False,EUR,1.59,1,0
1174440,A Zone,0,False,EUR,0.79,2,0
1174490,Space Carrot,0,False,EUR,0.79,1,0
1174500,Yuletide Legends: Who Framed Santa Claus,0,False,EUR,14.99,16,7
1174550,Bird Simulator,0,False,EUR,9.99,24,5
1173870,Endless Knight,0,False,EUR,5.69,18,7
1173940,Barrage Musical ~ Basic Danmaku Tutorial ~ / 弹幕音乐绘 ~ 基础教学篇 ~,0,False,EUR,1.59,26,7
1174090,Unicorn Tails,0,False,EUR,8.19,35,7
1174120,Space Road,0,False,EUR,0.79,2,0
1173500,Kira's Contract,0,False,EUR,3.99,4,0
1173510,XSOverlay,0,False,EUR,8.19,208,8
1173610,MouseWars Party,0,True,,,1,0
1173630,Beat Rush,0,True,,,1,0
1173650,SWEET MILF,18,True,,,1,0
1173700,Kontrol Flow,0,False,EUR,5.69,2,0
1173730,Hexia,0,False,EUR,8.19,12,6
1173790,FINAL FANTASY III,0,False,EUR,17.99,270,8
1173830,Coloring Game: Pixel,0,False,EUR,1.59,46,7
1173850,Zombie Panic In Wonderland DX,0,False,EUR,9.99,3,0
1173110,Please adopt me. # AI needs repair.,0,False,EUR,5.69,1,0
1173120,Markov Alg,0,False,EUR,2.39,7,0
1173150,Goosebumps Dead of Night,0,False,EUR,24.99,12,6
1173200,Metal Unit,0,False,EUR,12.49,193,8
1173230,Zapitalism,0,False,EUR,16.79,10,6
1173240,Profitania,0,False,EUR,16.79,1,0
1173250,DE:VOID,0,False,EUR,4.55,3,0
1173260,Gangsta Sniper 3: Final Parody,0,False,EUR,2.39,1,0
1173270,Big Red Hood: Halloween,0,False,EUR,1.59,19,5
1173310,Lab 7: Cold Nights,0,False,EUR,9.99,12,7
1173340,War Trains,0,False,EUR,8.19,6,0
1173350,HENTAI CLIMBER,0,False,EUR,0.78,44,5
1173370,Slapshot: Rebound,0,True,,,6,0
1173380,NEKO ARENA,0,False,EUR,1.59,381,8
1173410,My Breast Friend Sally,0,False,EUR,4.99,179,5
1172620,Sea of Thieves,0,False,EUR,39.99,51923,8
1172640,Parcel Panic,0,False,EUR,4.99,1,0
1172720,Doubles Hard,0,False,EUR,3.99,2,0
1172760,Twilight's Last Gleaming,0,False,EUR,8.19,3,0
1172940,Cockwork Industries Complete,0,False,EUR,8.99,336,6
1173010,Flowers Blooming at the End of Summer,0,False,EUR,0.79,5,0
1172080,Anonymous Player,0,False,EUR,0.79,1,0
1172150,Blue Boy: Bleeding Out,0,False,EUR,3.29,5,0
1172170,Krystopia: A Puzzle Journey,0,False,EUR,3.99,24,7
1172220,Space Space,0,False,EUR,0.79,1,0
1172290,ControlRoom,0,False,EUR,16.79,2,0
1172340,Short Scary Stories (Trial Maps),0,False,EUR,0.79,1,0
1172380,STAR WARS Jedi: Fallen Order™,0,False,EUR,39.99,43005,8
1172390,Anime Tanks Arena,0,False,EUR,0.79,27,5
1172410,Rage Among The Stars,0,False,EUR,3.29,7,0
1172430,Combat Force,0,False,EUR,1.59,44,5
1172480,Louie,0,False,EUR,8.19,2,0
1172500,Hang The Kings,0,False,EUR,0.79,22,7
1172510,Unlock The King,0,False,EUR,0.79,114,8
1172520,Colorgrid,0,False,EUR,0.79,65,8
1172530,Daylife in Japan - Pixel Art Jigsaw Puzzle,0,False,EUR,1.59,39,7
1171620,"Remember, Lights Out",0,False,EUR,3.99,1,0
1171640,Man Wreck,18,False,EUR,6.59,5,0
1171660,The Ambassador: Fractured Timelines,0,False,EUR,12.49,18,7
1171770,Super Novel Collector (Speedrun Edition),0,False,EUR,4.99,1,0
1171820,Creme de la Creme,0,False,EUR,5.69,45,7
1171840,Ironheart,0,False,EUR,4.99,23,7
1171870,魂之大陆 Soultia,0,False,EUR,4.99,1,0
1171880,ALPHA,0,False,EUR,3.99,1,0
1171950,Dragon Little Fighters 2,0,False,EUR,1.59,1,0
1172000,Captain Cook: Word Puzzle,0,False,EUR,3.99,1,0
1172050,COCKHEAD,0,False,EUR,5.69,384,6
1172060,Rest In Pieces,0,False,EUR,13.99,24,6
1171240,Reiko's Fragments,0,False,EUR,8.19,89,6
1171260,Hollow Head: Director's Cut,0,False,EUR,2.39,17,6
1171270,TroubleDays,0,False,EUR,10.79,68,8
1171310,Valakas Story,0,False,EUR,3.29,75,5
1171350,Garden City,0,False,EUR,12.49,3,0
1171370,The Supper,0,True,,,8,0
1171440,Hentai Halloween,0,False,EUR,1.59,23,7
1171560,Adventureland XL,0,False,EUR,3.99,4,0
1171570,Color Soul: Memories,0,False,EUR,3.99,3,0
1170830,ZLM Crafter,0,False,EUR,0.79,1,0
1170840,Pamp Quest,0,False,EUR,7.39,1,0
1170960,The Eye of Borrack,0,False,EUR,2.39,9,0
1170980,A Planet of Mine,0,False,EUR,7.39,13,5
1171030,Bock Bock,0,False,EUR,5.69,1,0
1171070,Medieval - Embers of War,0,False,EUR,1.59,4,0
1171080,Diesel Attack,0,False,EUR,1.59,1,0
1171120,Nira,0,False,EUR,8.19,20,7
1171130,Scraper: Gauntlet,0,False,EUR,12.49,15,7
1171160,NUVAVULT,0,False,EUR,2.39,6,0
1170610,Sexy Fitness Girl,0,False,EUR,1.59,20,5
1170630,Time traveler Marie,0,False,EUR,8.19,3,0
1170760,XIII - Classic,0,False,EUR,5.99,547,8
1170400,Labyrinth of the Witch,0,False,EUR,14.99,1,0
1169920,SafeHome,0,False,EUR,1.59,1,0
1170050,Null Drifter,0,False,EUR,6.99,10,7
1170060,Boomerang X,0,False,EUR,19.99,207,8
1170110,Puzzle Game: Lee inside TV,0,False,EUR,1.59,2,0
1170120,OUTTA GAS,0,False,EUR,16.79,33,7
1170160,Golf98,0,False,EUR,0.79,1,0
1170170,Alfonzo's Arctic Adventure,0,False,EUR,3.99,1,0
1170180,Beat.School: DJ Simulator,0,False,EUR,16.79,22,5
1170190,Bogatyr,0,False,EUR,3.99,11,7
1170210,Is the President a Traitor?,0,False,EUR,3.29,9,0
1170290,Lovely Heroines,0,False,EUR,3.99,6,0
1170300,Glitchangels,0,False,EUR,12.49,4,0
1170320,Hentai energy: Halloween,0,False,EUR,0.79,19,7
1170330,toz,0,False,EUR,3.99,11,7
1170340,Hentai Jigsaw Puzzle 2,0,False,EUR,2.39,16,7
1170350,Pirate Popper VR,0,False,EUR,1.59,1,0
1169510,Game Breaker,0,False,EUR,3.99,2,0
1169690,Shadowplay: Metropolis Foe,0,False,EUR,8.19,7,0
1169740,Danger Scavenger,0,False,EUR,8.19,45,6
1169770,Swordrite,0,False,EUR,3.29,2,0
1169880,Hentai Quilm,0,False,EUR,0.79,5,0
1169020,Dark Fall: Ghost Vigil,0,False,EUR,8.99,75,8
1169030,Monophobia,0,False,EUR,3.29,3,0
1169040,Necesse,0,False,EUR,8.99,85,8
1169050,Language Worm,0,False,EUR,0.79,1,0
1169060,Shield Shock,0,False,EUR,3.99,1,0
1169070,RED EVIL,0,False,EUR,1.59,4,0
1169100,Gazillionaire,0,False,EUR,16.79,109,8
1169160,ECHORIA: Ancient Echoes,0,False,EUR,4.99,6,0
1169310,The Chronicles of Joseph of Egypt,0,False,EUR,2.99,3,0
1169420,Monstrüous,0,False,EUR,1.59,7,0
1169430,Ransomware Dating Sim,0,True,,,1,0
1168600,Infinite Sparkles,0,False,EUR,2.39,1,0
1168630,Active Neurons - Puzzle game,0,False,EUR,3.99,14,7
1168650,Angry Bunny,0,False,EUR,1.59,9,0
1168820,Myths of the World: The Heart of Desolation Collector's Edition,0,False,EUR,8.19,6,0
1168830,Mystery Case Files: Ravenhearst Unlocked Collector's Edition,0,False,EUR,8.19,14,5
1168850,Trix and the Horny Tower,0,False,EUR,8.99,2,0
1168870,Mists of Noyah,0,False,EUR,16.79,104,5
1168880,MOLEK-SYNTEZ,0,False,EUR,8.19,283,8
1168940,Crystal core,0,False,EUR,1.59,1,0
1168960,Warbrush,0,False,EUR,3.99,3,0
1168970,Drunk ride,0,False,EUR,0.79,1,0
1168980,Buried Alive: The Annihilation VR,0,False,EUR,13.98,9,0
1168990,Planet destroyer,0,False,EUR,0.79,5,0
1168290,TD Strategy of Three kingdoms/塔防三国,0,False,EUR,5.69,2,0
1168320,Zombie valley,0,False,EUR,0.79,2,0
1168360,Detective Solitaire Inspector Magic,0,False,EUR,3.99,2,0
1168420,passenger seat,0,False,EUR,2.99,4,0
1168470,千面 Melancholy Love,0,False,EUR,3.99,5,0
1167760,4islands,0,False,EUR,6.59,5,0
1167770,More dark,0,False,EUR,2.99,7,0
1167800,Exphelius: Arena,0,False,EUR,6.59,1,0
1167850,Penguin Park 3D,0,False,EUR,2.99,10,7
1167950,Vampire's Fall: Origins,0,False,EUR,9.99,218,6
1167970,Will: The Beginning,0,False,EUR,0.79,7,0
1168050,Fairytale Mosaics Beauty and Beast,0,False,EUR,3.99,2,0
1168060,Knight Solitaire,0,False,EUR,3.99,4,0
1168070,Mystery Solitaire The Arkham Spirits,0,False,EUR,3.99,4,0
1168170,WAIFU HORROR: The Eight Pictures,0,False,EUR,0.79,84,5
1167320,Artificial Extinction,0,False,EUR,11.59,168,8
1167380,Neither Day nor Night,0,False,EUR,10.79,2,0
1167450,DAEMON X MACHINA,0,False,EUR,59.99,1385,8
1167460,Hero Hours Contract,0,False,EUR,3.29,10,7
1167470,Street Jam: The Rise,0,False,EUR,4.99,5,0
1167530,Ailment,0,False,EUR,4.99,2,0
1167540,KiKi's adventure,0,False,EUR,1.59,3,0
1167550,VR MEDIA VIEWER,0,False,EUR,5.69,12,7
1167630,Teardown,0,False,EUR,19.99,14778,9
1167640,Femida,0,False,EUR,9.99,13,6
1167650,Context,0,False,EUR,0.79,1,0
1167710,clutchball,0,False,EUR,2.99,3,0
1166860,Rival Stars Horse Racing: Desktop Edition,0,False,EUR,39.99,672,8
1166980,Hentai Nekogirl,0,False,EUR,0.79,6,0
1167090,Desert coachman,0,False,EUR,0.79,1,0
1167170,Guilty Parade,0,False,EUR,3.99,16,7
1167270,Tank Impact,0,False,EUR,0.79,1,0
1166490,Live Desktop,0,False,EUR,1.59,4,0
1166510,Nanoworld,0,False,EUR,8.19,2,0
1166580,Best Plumber,0,False,EUR,0.79,17,7
1166600,The Fog Knows Your Name,0,False,EUR,4.99,41,7
1166730,nothing & nowhere,0,False,EUR,3.99,5,0
1166740,Centralia: Homecoming,18,False,EUR,10.79,13,4
1166760,Jinga Online,0,False,EUR,3.99,3,0
1166800,Grand Academy II: Attack of the Sequel,0,False,EUR,3.99,4,0
1166840,Breach: The Archangel Job,0,False,EUR,5.69,50,8
1166110,Gods of Love: An Otome Visual Novel,0,False,EUR,13.29,21,5
1166120,SisterFight,0,False,EUR,2.39,5,0
1166130,Fighting Moore,0,False,EUR,8.19,6,0
1166230,1812: Napoleon Wars,0,False,EUR,5.69,15,7
1166240,Asian Riddles,0,False,EUR,3.99,7,0
1166250,Mahjong Gold,0,False,EUR,3.99,2,0
1166290,Death and Taxes,0,False,EUR,11.99,1452,8
1166320,Hentai Shiri,0,False,EUR,0.79,4,0
1166350,Alexis Almighty: Daughter of Hercules,0,False,EUR,9.99,3,0
1165740,Match Solitaire,0,False,EUR,4.99,2,0
1165750,PAGAN: Autogeny,0,False,EUR,5.69,21,7
1165820,Super Rebellion,0,False,EUR,0.83,5,0
1165830,Final Mission VR,0,False,EUR,13.99,1,0
1165840,The Strange Story Of Brian Fisher: Chapter 1,0,False,EUR,5.69,19,6
1165860,6.0,0,False,EUR,0.79,18,6
1165870,Mahou Arms,0,False,EUR,24.99,119,8
1165910,Humanity,0,False,EUR,3.29,10,7
1165960,Things That Bounce and Explode,0,False,EUR,3.29,7,0
1166000,Battleships and Carriers - Pacific War,0,False,EUR,10.99,7,0
1166100,Danger Course VR,0,False,EUR,9.99,1,0
1165140,Picross Love,0,False,EUR,1.59,14,5
1165180,Knight Eternal,0,False,EUR,5.69,11,7
1165270,Synthesis Universe -Episode 00-,0,False,EUR,6.99,27,7
1165280,Shuffle World,0,False,EUR,0.79,3,0
1165350,Garbage Classification Simulator 垃圾分类模拟器,0,False,EUR,2.39,1,0
1165380,To Be Headed Or Not To Be,0,True,,,28,5
1165400,Stellar Commanders,0,False,EUR,7.39,11,6
1165420,Detective Solitaire. Butler Story,0,False,EUR,3.99,4,0
1165460,Unlit,0,False,EUR,9.99,1,0
1165490,New Tricks for Old Gods,0,False,EUR,1.59,1,0
1165540,MAD Maze,0,False,EUR,1.59,1,0
1165590,It Will Find You,0,False,EUR,0.79,4,0
1164660,SHOOTING CHICKEN BRUTAL SUCKERS,0,False,EUR,3.74,3,0
1164690,Wigmund. The Return of the Hidden Knights,0,False,EUR,13.29,18,6
1164740,Salting the Earth,0,False,EUR,12.49,45,7
1164750,Hospitality VR,0,False,EUR,2.39,48,6
1164910,Doll,0,False,EUR,4.99,5,0
1164930,Lustful Survival,0,False,EUR,2.39,21,3
1164970,Dogs of Wallstreet,0,False,EUR,3.99,8,0
1164990,Skin Witch,0,False,EUR,3.29,2,0
1165020,Legend of Everything,0,False,EUR,9.99,1,0
1165090,Restaurant Solitaire: Pleasant Dinner,0,False,EUR,3.99,3,0
1165100,Tasty Jigsaw: Happy Hour  (拼图),0,False,EUR,3.99,1,0
1164290,Aluna: Sentinel of the Shards,0,False,EUR,16.79,8,0
1164310,Fairytale Solitaire. Witch Charms,0,False,EUR,3.99,3,0
1164330,Smile To Fly,0,False,EUR,2.39,4,0
1164440,Extreme Offroad Monster Simulator,0,False,EUR,0.79,4,0
1164470,[MISC] TIMELINES,0,False,EUR,0.47,8,0
1164520,The Book Of Yorle: Save The Church,0,False,EUR,16.79,1,0
1164550,Disc Golf Adventure VR,0,False,EUR,8.19,7,0
1163730,Motor Assailant,0,False,EUR,3.99,4,0
1163910,Brass Brigade,0,False,EUR,8.19,256,8
1163950,A Dragon's Tale VR,0,False,EUR,1.59,2,0
1163960,Paranormal Files: Hook Man's Legend Collector's Edition,0,False,EUR,8.19,3,0
1163980,Crazy Shopping,0,False,EUR,4.99,2,0
1163990,Starexcess,0,False,EUR,12.49,2,0
1164000,六阶谜题 six-step mystery,0,False,EUR,5.69,1,0
1164010,Mouse Cursor,0,False,EUR,1.59,29,6
1164050,When The Past Was Around,0,False,EUR,6.59,521,9
1164060,The Last Show of Mr. Chardish,0,False,EUR,8.19,13,7
1163290,Vortex Attack EX,0,False,EUR,9.99,8,0
1163300,visser,0,False,EUR,2.99,7,0
1163320,Zombie horde,0,False,EUR,0.79,3,0
1163340,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,0,False,EUR,24.99,84,8
1163460,Daenerys doesn’t want Hentai,0,False,EUR,0.99,23,5
1163470,Give Up The Dupe,0,False,EUR,1.59,4,0
1163490,Gangsters 1920,0,False,EUR,3.29,1,0
1163500,Warp Drive,0,False,EUR,10.79,16,6
1163550,Captain Tsubasa: Rise of New Champions,0,False,EUR,49.99,576,5
1163560,SuperEpic: The Entertainment War,0,False,EUR,14.99,27,5
1163570,skidlocked,0,False,EUR,2.99,5,0
1163590,Bullet Girls Phantasia,18,False,EUR,29.99,104,8
1163600,Omega Labyrinth Life,16,False,EUR,59.99,67,6
1163620,Haunted: Poppy's Nightmare,0,False,EUR,5.69,1,0
1163660,Soul Reaper,0,False,EUR,16.79,15,5
1162880,Pax Ruthenia,0,False,EUR,4.99,4,0
1162900,Iron Blood VR,0,False,EUR,16.79,4,0
1162920,Time of the Moon,0,False,EUR,8.19,2,0
1162950,>Connect,0,False,EUR,4.99,2,0
1162960,Angry Video Game Nerd I & II Deluxe,18,False,EUR,12.49,231,8
1163040,Billion Road,0,False,EUR,16.79,65,6
1163090,Boot Camp Fitness,0,False,EUR,8.99,17,7
1163140,Shanghai Office Simulator,0,False,EUR,10.79,9,0
1163150,Unfamiliar,0,False,EUR,6.59,16,5
1163170,Music Desktop,0,False,EUR,1.59,3,0
1162520,Richman10,0,False,EUR,11.59,191,5
1162560,"Ciconia When They Cry - Phase 1: For You, the Replaceable Ones",0,False,EUR,33.99,184,8
1162590,Halloween with Veronica,0,False,EUR,2.39,15,5
1162630,Solitaire Call of Honor,0,False,EUR,6.99,1,0
1162640,Adventure mosaics. Forest spirits,0,False,EUR,4.99,1,0
1162650,Ken ga Kimi,0,False,EUR,41.99,5,0
1162670,Blocks!: Julius Caesar,0,False,EUR,19.99,23,5
1162680,Stigmatized Property | 事故物件,0,False,EUR,2.39,275,8
1162690,House Number 666,0,False,EUR,0.79,4,0
1162730,Deep Ocean Rush,0,False,EUR,1.59,3,0
1162750,Songs of Syx,0,False,EUR,20.99,556,9
1162760,MMY: Otherworld Mystery,0,False,EUR,20.99,4,0
1162170,Below Sunshade,0,False,EUR,8.19,32,5
1162280,Eternal Hope,0,False,EUR,8.19,30,7
1162290,Easy hentai puzzle 2,0,False,EUR,2.39,4,0
1162320,AVA: Dark History,0,False,EUR,3.1,4,0
1162350,Drill Down,0,False,EUR,5.0,26,7
1162370,Paper - A Game of Folding,0,False,EUR,8.19,2,0
1162430,Salad Fields,0,False,EUR,12.49,13,7
1162440,Explosive Jake,0,False,EUR,0.79,6,0
1162470,IIslands of War,0,False,EUR,8.19,58,8
1162480,DIMENSION REIGN - ROGUELIKE DECKBUILDER,0,False,EUR,10.49,18,7
1161660,Puzzlection,0,False,EUR,0.79,2,0
1161670,CRASH THE GAME,0,False,EUR,0.79,1,0
1161680,Bomb Bowling 2,0,False,EUR,0.39,1,0
1161870,Epiphyllum in Love,0,False,EUR,3.29,9,0
1161880,Vaporum: Lockdown,0,False,EUR,17.99,84,8
1161900,Door2:Key,0,False,EUR,8.19,12,4
1161910,Exile Squadron,0,False,EUR,3.99,4,0
1161930,東方幻夢箋 ~ Touhou Phantasm Dream,0,False,EUR,9.99,2,0
1162010,奇幻与砍杀2 Fantasy & Blade Ⅱ,0,False,EUR,2.5,1,0
1162050,Knockout Party,0,False,EUR,5.69,17,5
1162070,喵可莉的兔玩偶 - Nyakori's Rabbit Doll,0,False,EUR,2.39,58,8
1162130,Windbound,0,False,EUR,29.99,344,5
1161270,Freud Gate,0,False,EUR,3.29,43,5
1161300,The Legend of Crystal Valley,0,False,EUR,8.19,1,0
1161320,东方幻昼梦~ Touhou Fantasy Day,0,False,EUR,1.59,3,0
1161330,Record Life,0,False,EUR,2.39,1,0
1161360,Shisensho Solitaire,0,False,EUR,0.79,22,7
1161430,Noosphere,0,False,EUR,6.59,16,7
1161490,MotoGP™20,0,False,EUR,39.99,852,8
1161510,Lithium Inmate 39 Relapsed Edition,12,False,EUR,8.19,3,0
1161570,Dark Parables: Portrait of the Stained Princess Collector's Edition,0,False,EUR,8.19,14,6
1161650,Sakura Gamer 2,0,False,EUR,9.99,31,7
1160700,Particle Wars,0,False,EUR,1.59,14,7
1160780,LoliTower,0,False,EUR,0.79,2,0
1160790,The Legend of Dark Witch Renovation,0,False,EUR,6.99,6,0
1160800,Rainbow Robin,0,False,EUR,3.99,2,0
1160820,Bewitched,0,False,EUR,3.99,8,0
1160850,Black Office - Entertainment Department,18,False,EUR,16.79,1,0
1160870,Dinosaur Hunting Patrol 3D Multiplayer Online,0,True,,,7,0
1160880,Paul's World,0,False,EUR,1.59,9,0
1160900,Antarctic Girl 南極娘,0,False,EUR,0.79,2,0
1160950,Yomi Alliance,0,False,EUR,19.49,32,5
1160980,Legendary Arcane 2 Universe,0,False,EUR,1.59,1,0
1161120,A Ghostly Tale,0,False,EUR,1.59,1,0
1161180,Funbag Fantasy: Sideboob Story 2,0,False,EUR,37.99,12,7
1161190,Natsu no Iro no Nostalgia,0,False,EUR,11.99,3,0
1160410,Hentai Balloons,18,False,EUR,0.79,11,6
1160440,PARANOIHELL,0,False,EUR,3.99,10,7
1160480,Boot : Game Dev Sim,0,False,EUR,0.79,7,0
1160500,AstronTycoon2: Ritual,0,False,EUR,16.79,10,5
1160580,Model Melissa,0,False,EUR,3.99,12,5
1160610,Future Girls,0,False,EUR,3.99,8,0
1160620,Summer Days,0,False,EUR,2.79,10,7
1160670,Shrine to Anubis,0,False,EUR,0.79,4,0
1160100,Pixel Art Hentai Trap Hot Spring,0,False,EUR,1.59,2,0
1160190,Player One,0,False,EUR,1.59,1,0
1160330,Fight of Animals,0,False,EUR,5.73,166,8
1160360,Miscreation: Evolve Your Creature!,0,False,EUR,8.19,127,5
1159640,ANIME - World War II,0,False,EUR,1.99,533,8
1159680,Silent Sector,0,False,EUR,12.49,35,7
1159700,Knights of Light: The Prologue,0,False,EUR,20.99,24,3
1159770,RaceXXL Space,0,False,EUR,2.39,1,0
1159890,Supercar Drift,0,False,EUR,6.59,1,0
1159940,Astrodition,0,False,EUR,10.79,2,0
1160020,AshenForest,0,False,EUR,5.69,25,7
1160040,Human Factory,0,False,EUR,20.99,2,0
1160050,There is a Thief in my House VR,0,False,EUR,11.99,5,0
1159360,MeiQi Season1,0,False,,,1,0
1159450,Hayfever,0,False,EUR,12.49,20,7
1159480,BOW MAN,0,False,EUR,12.49,1,0
1159500,Ghost Files 2: Memory of a Crime,0,False,EUR,14.99,27,6
1159520,Twists of My Life,0,False,EUR,3.29,164,5
1159540,Fear the Dark Unknown,0,False,EUR,24.95,29,6
1159590,Lost In Dungeon,0,False,EUR,0.79,3,0
1159610,Neighbourhood Loot,0,False,EUR,11.29,3,0
1158820,Mahjong Royal Towers,0,False,EUR,3.99,1,0
1158830,1001 Jigsaw Castles And Palaces,0,False,EUR,3.99,2,0
1158840,记忆重现/Rememory,0,False,EUR,3.99,2,0
